school_id,year,province,district,area_type,school_type,school_ownership,medium_of_instruction,shift,grade_level,gender_served,total_enrollment,female_enrollment_ratio,total_teachers,qualified_teachers_pct,student_teacher_ratio,teacher_training_received,pass_rate_pct,dropout_rate_pct,matric_avg_score,scholarship_available,monthly_fee_pkr,annual_budget_pkr,infrastructure_score,has_electricity,has_clean_water,has_toilets,has_library,has_computer_lab,has_playground,has_boundary_wall,has_internet,building_condition,distance_from_city_km
PKS001977,2024,Punjab,Bahawalpur,Semi-Urban,Government Primary,Government,Urdu,Evening,Grade 7,Female,96,0.539,2,88.3,48.0,No,51.4,23.3,,No,0,3875231,4.5,Yes,Yes,Yes - Combined,No,No,Yes,Partial,No,Fair,149.1
PKS001978,2025,Sindh,Mirpurkhas,Urban,Government Secondary,Private,English,Evening,Grade 1,Female,187,0.83,5,57.1,37.4,Yes,83.8,9.0,,No,1009,941482,5.0,Yes,Yes,Yes - Separate,Yes,No,Yes,No,No,Excellent,8.1
PKS001979,2023,Punjab,Multan,Urban,Government Secondary,Government,English,Evening,Grade 4,Female,75,0.574,2,81.4,37.5,Yes,82.9,19.2,,Yes,0,3590563,3.5,Partial,Yes,Yes - Combined,No,No,No,Yes,No,Fair,7.4
PKS001980,2025,Punjab,Gujranwala,Remote,Madrasah,Private,English,Morning,Grade 5,Male,54,0.413,2,84.6,27.0,Yes,70.9,25.8,,No,798,3075798,5.0,No,No,Yes - Separate,Yes,Yes,Yes,Yes,No,Very Poor,7.6
PKS001981,2022,AJK,Kotli,Rural,Government Higher Secondary,Government,English,Morning,Grade 5,Male,85,0.495,2,79.7,42.5,Yes,63.2,26.4,,No,0,1714483,5.5,Partial,No,Yes - Separate,Yes,Yes,Yes,Yes,No,Fair,26.0
PKS001982,2025,Sindh,Sukkur,Rural,Technical/Vocational,Government,Bilingual (Urdu/English),Evening,Grade 8,Female,62,0.752,2,70.8,31.0,Yes,62.9,35.8,,No,0,2277341,5.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Fair,81.1
PKS001983,2023,Sindh,Khairpur,Urban,Madrasah,Government,Urdu,Morning,Grade 12,Female,33,0.235,1,70.7,33.0,Yes,87.2,2.3,,No,0,651783,6.0,No,Yes,Yes - Combined,Yes,Yes,Yes,Yes,No,Excellent,5.5
PKS001984,2023,KPK,Bannu,Urban,Technical/Vocational,Government,English,Morning,Grade 2,Male,95,0.468,3,67.7,31.7,No,75.5,24.2,,No,0,840159,2.5,No,Yes,Yes - Separate,No,No,No,Partial,No,Very Poor,20.5
PKS001985,2024,Balochistan,Khuzdar,Rural,Government Secondary,Government,Urdu,Full Day,Grade 3,Male,98,0.468,2,74.2,49.0,Partial,34.9,29.5,,No,0,903948,5.0,Yes,No,Yes - Separate,Yes,No,No,Yes,Yes,Very Poor,16.4
PKS001986,2024,AJK,Rawalakot,Remote,Government Secondary,Government,Urdu,Full Day,Grade 9,Male,60,0.419,1,85.2,60.0,Yes,69.4,19.2,54.8,No,0,1163528,6.5,Yes,Yes,Yes - Separate,Yes,No,Yes,Partial,Yes,Good,2.0
PKS001987,2025,Balochistan,Hub,Semi-Urban,Private Primary,Private,Bilingual (Urdu/English),Full Day,Grade 4,Female,54,0.567,1,72.1,54.0,Yes,79.3,0.5,,No,316,1220997,6.0,Yes,Yes,Yes - Separate,No,No,Yes,Yes,Yes,Fair,54.7
PKS001988,2023,Sindh,Larkana,Rural,Madrasah,Private,Bilingual (Urdu/English),Morning,Grade 9,Female,51,0.495,1,59.3,51.0,Yes,66.2,20.1,90.6,No,796,1050179,4.5,Partial,Yes,Yes - Separate,Yes,No,No,Yes,No,Fair,17.2
PKS001989,2022,Punjab,Rawalpindi,Urban,Government Primary,Private,Urdu,Morning,Grade 12,Male,129,0.291,3,77.0,43.0,Partial,82.1,0.5,,Yes,2500,1576735,3.5,Partial,Yes,Yes - Separate,No,No,Yes,No,No,Poor,82.4
PKS001990,2023,Punjab,Multan,Rural,Private Secondary,Private,English,Full Day,Grade 6,Male,68,0.573,2,82.6,34.0,Partial,97.8,10.5,,No,597,1085902,7.0,Yes,Yes,Yes - Combined,Yes,Yes,Yes,Yes,No,Excellent,15.1
PKS001991,2023,Punjab,Gujranwala,Urban,Private Secondary,Government,Urdu,Full Day,Grade 1,Male,91,0.272,2,68.1,45.5,No,83.8,21.6,,No,0,768085,6.0,Yes,Yes,Yes - Separate,Yes,Yes,No,Yes,No,Fair,52.8
PKS001992,2024,Gilgit-Baltistan,Hunza,Semi-Urban,Private Secondary,Private,English,Evening,Grade 10,Male,233,0.398,5,67.3,46.6,Yes,80.0,10.6,64.1,No,531,1721830,5.5,Partial,Yes,Yes - Separate,Yes,Yes,Yes,No,No,Good,67.7
PKS001993,2023,Balochistan,Nushki,Rural,Government Higher Secondary,Government,Urdu,Evening,Grade 3,Female,20,0.369,1,99.5,20.0,Yes,73.3,20.5,,Yes,0,2127496,3.5,Yes,Yes,Yes - Separate,No,No,No,Partial,No,Good,200.0
PKS001994,2024,KPK,Peshawar,Semi-Urban,Government Higher Secondary,Government,Pashto,Morning,Grade 7,Female,163,0.505,4,99.2,40.8,Partial,83.6,17.2,,No,0,5008458,4.5,Yes,No,Yes - Combined,Yes,No,Yes,Partial,No,Poor,82.4
PKS001995,2022,Sindh,Jacobabad,Urban,Government Primary,Private,Urdu,Morning,Grade 5,Female,114,0.671,4,56.0,28.5,Yes,84.2,16.2,,No,872,1730922,3.0,No,Yes,No,No,Yes,Yes,No,No,Poor,16.2
PKS001996,2025,Punjab,Multan,Urban,Government Secondary,Government,English,Morning,Grade 10,Female,76,0.381,1,92.7,76.0,Yes,91.9,4.4,80.8,No,0,659588,5.5,Yes,Yes,Yes - Separate,Yes,No,Yes,Partial,No,Good,41.2
PKS001997,2022,Islamabad (ICT),Islamabad,Urban,Government Secondary,Private,English,Evening,Grade 12,Female,129,0.228,3,51.7,43.0,No,99.0,18.7,,No,1017,656915,4.0,No,No,Yes - Separate,Yes,No,No,Yes,Yes,Excellent,40.7
PKS001998,2024,Islamabad (ICT),Islamabad,Semi-Urban,Government Primary,Government,Sindhi,Morning,Grade 2,Female,44,0.543,1,91.9,44.0,Yes,88.2,4.2,,No,0,10330726,5.0,Yes,Yes,Yes - Separate,No,No,Yes,Yes,No,Fair,64.9
PKS001999,2025,Punjab,Rawalpindi,Semi-Urban,Private Secondary,Government,Pashto,Evening,Grade 2,Male,468,0.792,11,88.7,42.5,Yes,90.9,7.1,,No,0,939649,3.0,Yes,No,Yes - Separate,No,No,Yes,No,No,Poor,9.9
PKS002000,2024,Balochistan,Quetta,Semi-Urban,Private Primary,Private,Urdu,Full Day,Grade 3,Male,328,0.805,8,43.4,41.0,Partial,67.2,4.2,,Yes,450,2810231,5.0,Yes,No,Yes - Combined,No,No,Yes,Yes,Yes,Fair,3.9
PKS002001,2022,Punjab,Multan,Urban,Private Higher Secondary,Government,Urdu,Full Day,Grade 5,Female,68,0.567,1,99.8,68.0,No,90.5,23.4,,No,0,582120,5.0,Yes,Yes,Yes - Separate,No,No,No,Yes,Yes,Poor,21.4
PKS002002,2023,KPK,Charsadda,Rural,Private Secondary,Private,Bilingual (Urdu/English),Morning,Grade 2,Male,58,0.636,2,63.8,29.0,Yes,86.0,11.3,,No,1007,1717808,2.5,Partial,Yes,No,Yes,No,No,No,No,Fair,6.9
PKS002003,2023,Balochistan,Turbat,Semi-Urban,Private Primary,Government,Pashto,Morning,Grade 4,Female,426,0.621,11,68.8,38.7,Yes,66.9,21.7,,No,0,3134015,3.0,No,Yes,No,No,No,Yes,Yes,No,Poor,12.3
PKS002004,2025,KPK,Mardan,Rural,Government Primary,Private,Urdu,Full Day,Grade 1,Female,73,0.843,1,63.4,73.0,Yes,77.2,16.2,,Yes,328,2161118,4.0,Yes,Yes,Yes - Combined,No,No,No,Yes,No,Good,8.9
PKS002005,2024,Sindh,Sukkur,Urban,Government Primary,Private,English,Morning,Grade 5,Female,96,0.451,2,74.9,48.0,Partial,88.8,0.5,,No,1752,1893380,5.0,Yes,Yes,Yes - Combined,No,Yes,Yes,No,No,Poor,6.0
PKS002006,2025,Punjab,Multan,Urban,Government Secondary,Government,Bilingual (Urdu/English),Evening,Grade 4,Male,135,0.595,4,87.4,33.8,No,83.1,10.3,,No,0,625839,7.0,Yes,Yes,Yes - Separate,Yes,Yes,Yes,Yes,No,Good,90.5
PKS002007,2022,Sindh,Dadu,Semi-Urban,Madrasah,Private,Urdu,Morning,Grade 6,Male,99,0.522,2,77.5,49.5,No,54.6,2.0,,Yes,1956,541006,4.0,No,Yes,Yes - Combined,No,No,Yes,Yes,No,Fair,31.5
PKS002008,2022,Punjab,Gujranwala,Rural,Private Secondary,Government,Urdu,Evening,Grade 12,Female,109,0.475,2,94.3,54.5,Partial,66.1,15.6,,No,0,4805443,3.0,No,Yes,Yes - Combined,No,Yes,No,No,No,Excellent,122.5
PKS002009,2025,Sindh,Jacobabad,Semi-Urban,Private Higher Secondary,Government,Urdu,Morning,Grade 4,Male,25,0.543,1,91.1,25.0,Partial,60.3,11.7,,Yes,0,1949978,3.0,Yes,No,Yes - Combined,No,No,Yes,No,No,Poor,5.7
PKS002010,2025,KPK,Dera Ismail Khan,Remote,Government Primary,Government,Urdu,Evening,Grade 6,Female,167,0.327,4,99.0,41.8,Yes,51.7,33.0,,Yes,0,2248616,2.0,Yes,No,Yes - Separate,No,No,No,No,No,Poor,8.4
PKS002011,2022,Punjab,Multan,Rural,Private Secondary,Government,English,Morning,Grade 8,Female,468,0.502,10,69.3,46.8,Yes,75.7,17.3,,Yes,0,1610505,4.0,No,Yes,Yes - Separate,No,No,No,Yes,Yes,Good,99.3
PKS002012,2025,Punjab,Faisalabad,Rural,Government Higher Secondary,Private,Urdu,Evening,Grade 7,Male,246,0.466,6,70.7,41.0,Yes,96.5,16.2,,No,1458,480528,2.5,No,Yes,Yes - Separate,No,No,No,Partial,No,Poor,4.4
PKS002013,2023,Punjab,Rawalpindi,Remote,Government Secondary,Government,Sindhi,Evening,Grade 7,Male,213,0.503,8,77.6,26.6,Yes,34.3,14.7,,No,0,12425266,6.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Poor,7.0
PKS002014,2024,KPK,Dera Ismail Khan,Rural,Government Primary,Government,English,Morning,Grade 8,Female,149,0.274,4,75.0,37.2,Yes,57.8,29.8,,No,0,2884718,3.0,Yes,No,Yes - Separate,No,No,No,Yes,No,Very Poor,18.7
PKS002015,2022,Punjab,Gujranwala,Rural,Government Secondary,Government,Sindhi,Evening,Grade 11,Female,403,0.411,11,88.0,36.6,No,55.3,20.7,,Yes,0,2104773,6.0,Yes,Yes,Yes - Combined,Yes,No,Yes,Yes,No,Poor,13.7
PKS002016,2024,KPK,Charsadda,Semi-Urban,Government Higher Secondary,NGO/Trust,Urdu,Morning,Grade 2,Female,228,0.695,8,83.4,28.5,Yes,77.5,13.5,,No,394,1900041,5.0,Partial,Yes,Yes - Separate,No,Yes,Yes,Partial,No,Good,23.2
PKS002017,2023,Punjab,Sargodha,Semi-Urban,Government Primary,Government,Urdu,Morning,Grade 5,Female,376,0.573,13,79.2,28.9,Yes,77.4,23.5,,Yes,0,16715611,5.0,Partial,Yes,Yes - Separate,No,Yes,Yes,Partial,No,Good,8.3
PKS002018,2022,Punjab,Gujrat,Semi-Urban,Government Secondary,Government,English,Morning,Grade 1,Female,155,0.7,5,64.7,31.0,Yes,67.7,18.3,,No,0,2337527,6.0,Yes,Yes,Yes - Separate,No,Yes,Yes,Yes,No,Fair,8.2
PKS002019,2024,KPK,Kohat,Remote,Government Secondary,Private,English,Morning,Grade 8,Male,67,0.52,1,85.8,67.0,Yes,84.2,25.5,,No,102,257600,5.0,Yes,Yes,No,Yes,Yes,No,Yes,No,Good,7.5
PKS002020,2024,Punjab,Faisalabad,Rural,Private Primary,NGO/Trust,Bilingual (Urdu/English),Full Day,Grade 12,Male,41,0.361,1,74.1,41.0,Yes,78.9,20.9,,No,198,4397473,5.0,Yes,Yes,Yes - Separate,Yes,No,Yes,No,No,Fair,15.7
PKS002021,2025,Punjab,Sargodha,Urban,Government Secondary,Government,Sindhi,Morning,Grade 3,Male,512,0.281,14,84.0,36.6,No,84.9,10.6,,No,0,192121,5.0,Yes,Yes,Yes - Separate,No,No,Yes,Yes,No,Fair,13.8
PKS002022,2023,Punjab,Gujrat,Rural,Government Secondary,Private,Urdu,Morning,Grade 10,Female,432,0.512,15,94.8,28.8,Yes,56.9,19.6,90.6,No,784,5282049,4.5,Partial,Yes,Yes - Separate,No,No,Yes,Yes,No,Excellent,3.9
PKS002023,2024,AJK,Mirpur,Urban,Government Primary,Private,Urdu,Full Day,Grade 5,Male,101,0.741,2,67.2,50.5,Yes,67.4,0.5,,Yes,1477,9154586,5.0,Yes,Yes,Yes - Separate,No,No,Yes,Yes,No,Good,168.9
PKS002024,2023,Sindh,Nawabshah,Semi-Urban,Private Higher Secondary,Government,Urdu,Morning,Grade 7,Male,28,0.471,1,99.8,28.0,Yes,81.9,7.9,,Yes,0,2925067,5.0,Yes,Yes,Yes - Combined,Yes,No,Yes,No,No,Good,6.3
PKS002025,2023,Punjab,Lahore,Rural,Private Secondary,Community Based,English,Evening,Grade 11,Female,119,0.231,3,68.0,39.7,Yes,55.5,20.0,,No,275,956584,4.5,Yes,Yes,Yes - Separate,Yes,No,No,Partial,No,Poor,10.7
PKS002026,2022,Sindh,Nawabshah,Rural,Private Primary,Private,Bilingual (Urdu/English),Evening,Grade 7,Male,161,0.667,5,56.8,32.2,Partial,88.6,6.4,,Yes,10146,784742,4.5,Yes,Yes,Yes - Separate,No,No,Yes,Partial,No,Good,2.1
PKS002027,2023,Sindh,Sukkur,Urban,Private Higher Secondary,Private,Pashto,Morning,Grade 8,Female,65,0.684,1,79.9,65.0,Yes,94.7,7.0,,Yes,157,1863426,2.5,Partial,No,Yes - Separate,No,No,Yes,No,No,Good,13.8
PKS002028,2024,Punjab,Gujranwala,Rural,Government Primary,Private,Urdu,Morning,Grade 9,Female,50,0.766,1,93.9,50.0,Yes,89.9,17.6,55.4,No,622,1088568,5.0,Yes,Yes,No,Yes,No,Yes,No,Yes,Fair,6.4
PKS002029,2025,Sindh,Jacobabad,Urban,Government Primary,Government,Urdu,Evening,Grade 2,Female,145,0.541,5,97.2,29.0,Yes,58.8,20.9,,No,0,9644764,3.0,No,Yes,No,Yes,No,No,Yes,No,Fair,93.2
PKS002030,2022,Punjab,Lahore,Rural,Private Primary,Private,Sindhi,Morning,Grade 1,Female,78,0.413,1,77.4,78.0,Yes,82.9,15.2,,Yes,385,1086278,4.0,Yes,Yes,Yes - Separate,No,No,No,Yes,No,Fair,20.2
PKS002031,2025,Punjab,Sialkot,Rural,Private Higher Secondary,Government,Pashto,Evening,Grade 1,Male,29,0.407,1,82.8,29.0,Yes,68.5,19.8,,Yes,0,795301,1.0,No,No,Yes - Separate,No,No,No,No,No,Good,21.1
PKS002032,2024,KPK,Nowshera,Rural,Government Higher Secondary,Private,Urdu,Morning,Grade 12,Male,59,0.455,1,88.4,59.0,No,54.0,19.6,,Yes,400,4189409,4.0,Yes,Yes,Yes - Separate,No,No,No,Yes,No,Fair,29.8
PKS002033,2024,KPK,Abbottabad,Rural,Private Primary,Government,English,Morning,Grade 12,Female,154,0.359,3,71.0,51.3,No,48.7,14.2,,Yes,0,7362112,4.0,No,No,Yes - Separate,Yes,No,Yes,Yes,No,Poor,7.0
PKS002034,2024,KPK,Charsadda,Remote,Private Primary,Government,Sindhi,Evening,Grade 8,Female,630,0.162,14,64.3,45.0,Partial,59.1,38.7,,No,0,2569985,5.0,Yes,Yes,Yes - Combined,No,No,No,Yes,Yes,Fair,29.9
PKS002035,2024,Punjab,Faisalabad,Rural,Government Higher Secondary,Community Based,Urdu,Full Day,Grade 10,Male,115,0.406,4,60.8,28.8,No,52.2,14.7,64.9,No,1227,4933864,3.5,Partial,No,No,Yes,No,Yes,Yes,No,Poor,12.9
PKS002036,2023,Balochistan,Gwadar,Urban,Private Secondary,Private,English,Evening,Grade 8,Female,102,0.576,3,90.8,34.0,No,77.6,16.2,,Yes,1579,807837,5.0,Yes,Yes,Yes - Combined,No,Yes,Yes,No,No,Fair,9.7
PKS002037,2023,KPK,Mardan,Semi-Urban,Private Primary,Government,English,Evening,Grade 12,Male,81,0.65,2,66.2,40.5,Yes,52.8,2.2,,No,0,4983686,5.0,Yes,Yes,Yes - Separate,Yes,No,No,Yes,No,Fair,3.6
PKS002038,2025,Punjab,Sialkot,Urban,Government Secondary,Government,English,Evening,Grade 10,Male,925,0.487,29,64.7,31.9,Yes,74.2,17.5,60.0,No,0,1665829,5.0,No,No,Yes - Separate,Yes,Yes,Yes,Yes,No,Fair,3.5
PKS002039,2024,KPK,Kohat,Urban,Private Secondary,NGO/Trust,English,Evening,Grade 12,Female,221,0.458,5,89.4,44.2,Yes,99.0,12.0,,Yes,228,1023969,5.0,No,Yes,Yes - Separate,Yes,Yes,No,Yes,No,Poor,14.9
PKS002040,2025,Punjab,Multan,Urban,Madrasah,Private,Urdu,Morning,Grade 4,Male,327,0.595,8,94.3,40.9,Partial,82.8,0.5,,No,625,3706565,4.5,Partial,Yes,Yes - Combined,No,No,No,Yes,Yes,Fair,4.5
PKS002041,2025,KPK,Bannu,Rural,Government Primary,Government,Sindhi,Morning,Grade 3,Male,344,0.62,12,66.1,28.7,Yes,72.4,7.9,,No,0,1402439,3.5,Partial,Yes,Yes - Separate,No,No,Yes,No,No,Very Poor,32.8
PKS002042,2025,Punjab,Lahore,Semi-Urban,Private Primary,Government,Urdu,Evening,Grade 11,Female,140,0.382,4,76.1,35.0,Partial,92.6,13.9,,No,0,5830320,4.5,Partial,Yes,Yes - Combined,No,No,Yes,No,Yes,Fair,105.4
PKS002043,2023,Sindh,Larkana,Urban,Private Primary,Government,Bilingual (Urdu/English),Full Day,Grade 4,Female,73,0.787,2,61.7,36.5,Yes,56.8,3.2,,Yes,0,998103,5.0,Yes,Yes,Yes - Separate,No,No,Yes,Yes,No,Fair,23.6
PKS002044,2023,Sindh,Sukkur,Rural,Special Education,Government,Urdu,Full Day,Grade 1,Male,101,0.179,3,64.3,33.7,Yes,83.4,9.9,,No,0,1561196,5.0,Yes,No,Yes - Separate,Yes,No,Yes,Yes,No,Fair,5.5
PKS002045,2025,AJK,Bagh,Semi-Urban,Government Secondary,Government,English,Morning,Grade 5,Male,113,0.277,3,80.2,37.7,Partial,86.3,22.1,,Yes,0,7434526,4.0,Partial,Yes,No,No,Yes,Yes,Partial,No,Poor,12.4
PKS002046,2023,KPK,Charsadda,Semi-Urban,Government Higher Secondary,NGO/Trust,English,Full Day,Grade 7,Female,142,0.309,4,96.9,35.5,No,55.9,21.9,,No,115,1756931,5.0,Yes,No,Yes - Combined,Yes,Yes,Yes,No,No,Good,18.6
PKS002047,2025,Sindh,Sukkur,Urban,Government Secondary,Private,English,Morning,Grade 9,Female,54,0.56,1,41.6,54.0,Yes,99.0,1.7,76.5,No,636,1107337,4.0,Yes,Yes,No,No,Yes,Yes,No,No,Good,10.0
PKS002048,2025,Punjab,Sheikhupura,Urban,Private Secondary,Government,Pashto,Morning,Grade 7,Male,243,0.471,5,94.8,48.6,Yes,73.2,2.5,,Yes,0,1379217,3.0,No,Yes,Yes - Combined,No,No,No,Yes,No,Fair,25.9
PKS002049,2023,Sindh,Thatta,Urban,Government Higher Secondary,Private,Urdu,Full Day,Grade 6,Male,86,0.46,2,92.2,43.0,Yes,82.3,0.5,,No,327,3188715,5.5,Yes,Yes,Yes - Separate,No,No,Yes,Partial,Yes,Fair,4.0
PKS002050,2025,Sindh,Khairpur,Rural,Private Primary,Government,Urdu,Morning,Grade 1,Male,158,0.539,5,67.6,31.6,Partial,40.5,23.3,,Yes,0,4773802,5.0,Yes,Yes,Yes - Combined,No,No,Yes,Yes,No,Good,20.0
PKS002051,2025,Punjab,Bahawalpur,Urban,Private Higher Secondary,Government,Urdu,Full Day,Grade 12,Male,76,0.688,2,84.7,38.0,Yes,85.2,20.4,,No,0,967338,4.0,Yes,Yes,No,No,No,Yes,Yes,No,Fair,5.5
PKS002052,2023,Punjab,Multan,Rural,Special Education,Government,Urdu,Morning,Grade 12,Female,186,0.635,5,84.8,37.2,Yes,37.8,17.5,,Yes,0,1883023,2.0,No,Yes,No,No,No,No,Yes,No,Poor,70.6
PKS002053,2025,KPK,Kohat,Urban,Private Secondary,Government,Urdu,Evening,Grade 6,Female,20,0.523,1,96.2,20.0,Yes,54.1,3.8,,Yes,0,5195505,3.0,Yes,No,Yes - Combined,No,Yes,No,No,No,Fair,66.2
PKS002054,2024,Sindh,Nawabshah,Rural,Government Primary,Community Based,English,Full Day,Grade 9,Male,213,0.591,7,95.7,30.4,No,57.3,15.2,63.5,No,163,1878695,4.5,Partial,Yes,Yes - Separate,Yes,No,No,No,Yes,Excellent,11.8
PKS002055,2023,KPK,Mansehra,Urban,Special Education,Government,Urdu,Full Day,Grade 3,Female,82,0.243,2,98.6,41.0,Yes,82.5,23.9,,Yes,0,1293073,6.0,Yes,No,Yes - Combined,Yes,Yes,Yes,Yes,No,Good,4.0
PKS002056,2025,AJK,Kotli,Urban,Government Secondary,Private,English,Morning,Grade 4,Female,60,0.477,1,54.6,60.0,No,99.0,0.5,,No,453,6363884,4.0,Yes,No,Yes - Separate,No,No,No,Yes,Yes,Fair,13.3
PKS002057,2023,Punjab,Sargodha,Rural,Private Primary,Private,Pashto,Morning,Grade 8,Female,762,0.251,19,92.5,40.1,No,57.9,7.1,,Yes,632,2220535,4.0,No,No,Yes - Combined,No,No,Yes,Yes,Yes,Fair,4.1
PKS002058,2023,Sindh,Karachi,Rural,Government Secondary,Government,Urdu,Full Day,Grade 12,Male,243,0.452,8,81.6,30.4,Yes,80.8,21.3,,No,0,7479252,5.5,Yes,Yes,Yes - Combined,Yes,No,Yes,Partial,No,Excellent,8.0
PKS002059,2022,Sindh,Mirpurkhas,Rural,Private Primary,Private,Urdu,Full Day,Grade 10,Male,62,0.462,1,50.8,62.0,Yes,45.3,22.5,75.5,Yes,429,3051393,3.0,Yes,No,No,No,No,No,Yes,Yes,Good,130.8
PKS002060,2023,Sindh,Hyderabad,Urban,Private Primary,Government,Urdu,Full Day,Grade 4,Male,82,0.772,2,83.5,41.0,Yes,76.3,10.1,,No,0,222839,4.0,Yes,Yes,Yes - Separate,No,No,No,No,Yes,Excellent,67.5
PKS002061,2025,Punjab,Faisalabad,Urban,Madrasah,Government,Urdu,Morning,Grade 3,Male,261,0.225,6,75.5,43.5,Yes,74.2,20.1,,No,0,190413,3.0,Yes,Yes,No,No,No,Yes,No,No,Fair,4.3
PKS002062,2023,Punjab,Rawalpindi,Remote,Government Secondary,NGO/Trust,Urdu,Morning,Grade 12,Male,186,0.22,5,55.0,37.2,No,60.9,18.5,,No,167,4226827,5.5,Yes,No,Yes - Combined,No,Yes,Yes,Partial,Yes,Poor,34.4
PKS002063,2025,Sindh,Larkana,Remote,Private Higher Secondary,Community Based,English,Morning,Grade 12,Male,292,0.415,7,83.9,41.7,No,76.9,12.8,,No,1803,1639133,3.0,Yes,Yes,No,No,No,No,Yes,No,Fair,8.7
PKS002064,2022,Sindh,Hyderabad,Urban,Government Primary,Government,Bilingual (Urdu/English),Evening,Grade 2,Female,52,0.616,1,65.9,52.0,No,92.1,17.4,,No,0,3416057,5.5,Yes,Yes,Yes - Combined,Yes,No,Yes,Partial,No,Good,25.0
PKS002065,2023,Gilgit-Baltistan,Skardu,Remote,Private Higher Secondary,Private,Urdu,Morning,Grade 3,Male,144,0.426,5,68.8,28.8,Partial,54.0,10.7,,No,1624,3693148,3.5,Partial,No,Yes - Separate,No,No,Yes,Yes,No,Poor,32.8
PKS002066,2023,Punjab,Multan,Semi-Urban,Private Primary,Government,Bilingual (Urdu/English),Morning,Grade 8,Female,215,0.505,5,74.5,43.0,Yes,61.9,22.1,,No,0,1002502,4.0,Yes,No,Yes - Separate,No,No,No,Yes,Yes,Excellent,58.2
PKS002067,2025,Sindh,Larkana,Rural,Government Secondary,Private,English,Full Day,Grade 2,Female,158,0.203,3,66.8,52.7,Yes,82.5,27.9,,No,530,1827869,3.0,No,Yes,Yes - Separate,No,No,No,No,Yes,Very Poor,24.4
PKS002068,2025,Gilgit-Baltistan,Ghanche,Semi-Urban,Government Higher Secondary,Government,English,Full Day,Grade 9,Female,255,0.463,7,83.0,36.4,Partial,86.7,17.7,66.8,No,0,1831134,2.0,Yes,No,No,No,No,No,Yes,No,Poor,7.6
PKS002069,2023,Balochistan,Quetta,Urban,Private Higher Secondary,Private,Pashto,Full Day,Grade 5,Female,154,0.657,5,77.3,30.8,Partial,56.8,19.5,,Yes,2910,3020062,2.0,Yes,No,No,No,No,Yes,No,No,Good,50.7
PKS002070,2022,Gilgit-Baltistan,Astore,Rural,Government Higher Secondary,Government,Bilingual (Urdu/English),Evening,Grade 5,Female,201,0.437,4,75.5,50.2,Yes,50.9,16.4,,No,0,4644717,3.0,No,Yes,Yes - Combined,No,No,No,Yes,No,Fair,5.5
PKS002071,2024,Sindh,Dadu,Urban,Government Primary,Government,English,Morning,Grade 4,Male,96,0.418,2,80.4,48.0,Partial,78.3,10.3,,No,0,14312570,4.0,No,No,Yes - Combined,Yes,No,Yes,Yes,No,Excellent,11.9
PKS002072,2023,Punjab,Rawalpindi,Remote,Private Primary,Private,English,Full Day,Grade 6,Female,34,0.383,1,53.8,34.0,No,88.7,16.4,,No,88,1327439,4.5,Partial,Yes,No,Yes,No,Yes,Yes,No,Fair,19.5
PKS002073,2024,Punjab,Multan,Remote,Government Secondary,Government,English,Full Day,Grade 1,Male,102,0.476,2,79.4,51.0,Yes,66.0,17.3,,Yes,0,484855,4.0,No,Yes,Yes - Combined,No,Yes,No,Yes,No,Fair,1.6
PKS002074,2025,Islamabad (ICT),Islamabad,Urban,Government Primary,Government,Bilingual (Urdu/English),Full Day,Grade 8,Male,330,0.555,8,89.9,41.2,No,73.4,8.4,,Yes,0,738677,5.0,No,Yes,Yes - Separate,No,Yes,No,Yes,Yes,Good,8.9
PKS002075,2023,AJK,Rawalakot,Urban,Government Secondary,Private,Bilingual (Urdu/English),Morning,Grade 12,Female,54,0.447,1,52.4,54.0,Yes,83.1,11.5,,No,252,509062,5.0,Yes,Yes,Yes - Separate,No,No,Yes,Yes,No,Good,32.3
PKS002076,2022,AJK,Kotli,Semi-Urban,Government Primary,Government,Urdu,Morning,Grade 4,Female,253,0.572,6,82.8,42.2,Yes,84.1,17.4,,No,0,2257973,6.0,Yes,Yes,Yes - Combined,No,No,Yes,Yes,Yes,Fair,6.1
PKS002077,2025,Sindh,Dadu,Rural,Government Primary,Government,English,Morning,Grade 1,Male,76,0.532,1,83.2,76.0,Yes,79.3,29.0,,No,0,635657,4.0,No,Yes,Yes - Combined,No,No,Yes,No,Yes,Fair,27.8
PKS002078,2022,KPK,Mardan,Semi-Urban,Private Primary,Government,Urdu,Full Day,Grade 5,Male,152,0.444,4,79.7,38.0,Yes,48.5,11.2,,No,0,1590288,5.0,Yes,Yes,Yes - Combined,No,No,Yes,Yes,No,Fair,43.1
PKS002079,2025,Punjab,Rawalpindi,Semi-Urban,Government Secondary,Private,Urdu,Morning,Grade 5,Female,90,0.202,3,82.3,30.0,Yes,93.2,4.6,,No,2947,7571769,3.0,Yes,No,No,No,No,No,Yes,Yes,Fair,8.3
PKS002080,2022,Punjab,Lahore,Urban,Private Secondary,Private,English,Morning,Grade 2,Male,60,0.459,1,80.8,60.0,Partial,99.0,9.5,,No,1825,7203680,5.5,Yes,Yes,Yes - Separate,Yes,No,No,Partial,Yes,Good,91.8
